"cueanexo","geom"
220016000,"0101000020E6100000D0AFCE30D10E4EC0EE3843AC988E3AC0"
220016100,"0101000020E6100000F4C592410E0C4EC0D5CCA795269C3AC0"
220016200,"0101000020E61000008967143BCC164EC099052BD2CB893AC0"
220016300,"0101000020E61000000DF46C3810154EC052883C49A0923AC0"
220016400,"0101000020E6100000692999B494084EC08B0FB6B5C37F3AC0"
220016500,"0101000020E6100000C70E4B9CE80A4EC05CADF280698A3AC0"
220016600,"0101000020E6100000FC7E15FB69164EC098ABBBBFC19B3AC0"
220016700,"0101000020E6100000177E962C89024EC041B1C5AEE0A23AC0"
220016800,"0101000020E6100000034D25D1E3054EC002C97652BA963AC0"
220016801,"0101000020E6100000F6DCDFEF25074EC0259632FD5E9C3AC0"
220016900,"0101000020E6100000F82482AEF1234EC01C9739A701013BC0"
220017000,"0101000020E6100000A01E50A0AF204EC0A4BDA0F1BFF43AC0"
220017100,"0101000020E6100000155110C053234EC05C5FB9E008DB3AC0"
220017101,"0101000020E610000007C6C5B3D0284EC023F7BFB232D63AC0"
220017102,"0101000020E6100000B194C61DC51E4EC062E52201D0DD3AC0"
220017103,"0101000020E6100000A71AFDBBEA234EC0D8914A9118E43AC0"
220017200,"0101000020E6100000247001CF85124EC048A303FED4B43AC0"
220017300,"0101000020E610000028D5D725E2134EC0FF7A099C29A73AC0"
220017500,"0101000020E61000002B1F767BA5244EC0AA1298C3B1C73AC0"
220017503,"0101000020E61000002B768ECCAD1F4EC0E90492B48AD03AC0"
220017600,"0101000020E61000008506EDE603194EC0F9EA100A53CB3AC0"
220017700,"0101000020E6100000F1C388E5650D4EC04D2D6D451CB03AC0"
220017800,"0101000020E610000022FE2D963B194EC094D5FB85DEAC3AC0"
220017900,"0101000020E61000001928724D2F164EC03571953255BE3AC0"
220018000,"0101000020E61000000FD18B37461F4EC063210A039AC13AC0"
220018001,"0101000020E61000000F6A2B8F32204EC0E7780B612EB23AC0"
220018002,"0101000020E6100000B9C02E47021C4EC08351E65685BA3AC0"
220018003,"0101000020E6100000144943D65B194EC02974366A99B23AC0"
220018100,"0101000020E610000048F5659A31154EC0D99D496E9C743AC0"
220018101,"0101000020E61000006011FA7FF50B4EC06F484EA23A9C3AC0"
220018200,"0101000020E61000009C7E0E5F97184EC0DFA4E9E849523AC0"
220018300,"0101000020E610000002CD30C011144EC06613741E7F603AC0"
220018301,"0101000020E6100000A065916673134EC0315E2FEBF6683AC0"
220018400,"0101000020E6100000CF2B0CD7991B4EC0BF2876D0F4DE3AC0"
220018401,"0101000020E6100000FD6760DB46124EC0B59934003C4E3AC0"
220018402,"0101000020E6100000B8D3D090170D4EC04091230EC7773AC0"
220018403,"0101000020E610000084C45FBE4C064EC09A0F8EE63A753AC0"
220018600,"0101000020E61000001AF7CDD5A80E4EC037D72A0FF35B3AC0"
220018700,"0101000020E6100000152CF7A246064EC076D89B3F4C753AC0"
220018800,"0101000020E61000005EFBE81C3B124EC0E3057B693B4E3AC0"
220018900,"0101000020E61000008AAF89F453D34DC0665F495664543BC0"
220019100,"0101000020E610000060ED191E40EE4DC02DCAF9AEBDA73BC0"
220019200,"0101000020E6100000C6FC64C767D44DC05940B992B5903BC0"
220019201,"0101000020E6100000471E3486AACD4DC0880F35EADBC73BC0"
220019300,"0101000020E6100000AA07CC01E3154EC0A630DCF063593BC0"
220019301,"0101000020E6100000D193B38E471B4EC0DE2DAD73C7543BC0"
220019500,"0101000020E6100000657A262441C94DC0188E062672873BC0"
220019600,"0101000020E61000000263AA302DF84DC072869A6657DF3BC0"
220019700,"0101000020E61000002752C1A38DC94DC0C45DD8035A873BC0"
220019800,"0101000020E610000087DA5FD1C4164EC039F3C417CE813BC0"
220019900,"0101000020E610000038D9BAE54C804DC0256172075B723BC0"
220020000,"0101000020E610000066D61E3D2E824DC0A188252BB8743BC0"
220020100,"0101000020E61000003672E893734B4EC035998C973D9439C0"
220020101,"0101000020E61000005AB5D19EF8424EC03AADCE57FC9339C0"
220020102,"0101000020E61000009C5D8379DB584EC0E738F4B7D79839C0"
220020200,"0101000020E61000006DDF2454DC214EC0CBE3FD067DA339C0"
220020300,"0101000020E610000089D9B2917D3C4EC08F1F6DBD6BA639C0"
220020301,"0101000020E61000006D6AEA2552374EC08D394A8912A939C0"
220020302,"0101000020E610000078F444C7CF354EC0F13FA1537BA039C0"
220020303,"0101000020E61000000CE49E243B4D4EC032AAF1045BA539C0"
220020304,"0101000020E61000001E5CA72A26394EC0B0E57717939139C0"
220020400,"0101000020E61000006459B187C8214EC035EB2BA8C7A339C0"
220020500,"0101000020E6100000158D514DAA2E4EC021845942D0A439C0"
220020502,"0101000020E6100000D701BD7B2A244EC0B87E774A569939C0"
220020700,"0101000020E61000004E1185D8DC2E4EC0A123B53E4FA539C0"
220020701,"0101000020E6100000D8D80BD11D3E4EC0CDA7A39EF36B39C0"
220020702,"0101000020E610000032BE4626FD4A4EC07AF255A7565139C0"
220020703,"0101000020E61000004F2EE668D1464EC0C5527679EBE139C0"
220020800,"0101000020E6100000B49527D73A5D4EC0A3E1BE53CD6739C0"
220020801,"0101000020E6100000FA2E2DD7B2644EC0FD94EC6A9B5839C0"
220020802,"0101000020E61000005E4C51EDE9614EC015F73261FC7639C0"
220021000,"0101000020E610000012B54A78504E4EC0621D9AD14C8039C0"
220021200,"0101000020E6100000942EA452AE8B4EC0B68DF90F11B239C0"
220021201,"0101000020E610000050E4C448018C4EC0D4B14B44239839C0"
220021202,"0101000020E6100000A2C6880426944EC0493EDFB5029139C0"
220021300,"0101000020E6100000459F7F97AB964EC026963FCED37939C0"
220021301,"0101000020E610000048C5B36AF68B4EC0508E0A24C27939C0"
220021400,"0101000020E61000009DAD95487F7E4EC036C4DAB8A36339C0"
220021500,"0101000020E61000003D327638FE714EC07BF7EAFAE56139C0"
220021501,"0101000020E61000005138F39ACD754EC04EF4D5F24E5B39C0"
220021600,"0101000020E6100000E5EFA9A6F8A34EC0038C1FBEB63C39C0"
220021601,"0101000020E6100000C4A9AABAD6A64EC059337039143939C0"
220021700,"0101000020E610000022A7BC97B0964EC0E8F42C60205039C0"
220021800,"0101000020E61000004C8273C726A44EC081DA90CA2D7B39C0"
220021801,"0101000020E61000008F77353496A54EC03A97A6E8459039C0"
220021803,"0101000020E6100000D9418ADF38B04EC0EAF82197266F39C0"
220021900,"0101000020E6100000DFE9435BFD8B4EC0A379B001259839C0"
220021901,"0101000020E6100000B26918B721944EC0CB7E0BB51E9139C0"
220022000,"0101000020E610000026702D34398C4EC08ED640954C2E39C0"
220022001,"0101000020E61000002FC743D9E7894EC074CB22C0004339C0"
220022100,"0101000020E6100000227E240F526E4EC0BC8613258CA439C0"
220022200,"0101000020E61000007B274DB7EF7B4EC0C7260740CB9639C0"
220022300,"0101000020E61000006EF06A10D1824EC061850A95B67F39C0"
220022400,"0101000020E610000063E2C1919E764EC06896A33DADA539C0"
220022500,"0101000020E6100000C57A2105D7714EC0553B36A0FB7E39C0"
220022501,"0101000020E61000001F8B42010F7D4EC0D290A61B1E7A39C0"
220022502,"0101000020E61000008D848C369C7B4EC0B8BAAF35AD7039C0"
220022600,"0101000020E61000002C52D72E85774EC057BC529C829C39C0"
220022601,"0101000020E6100000CF3B9CAC09794EC06F31E701AD8539C0"
220022700,"0101000020E6100000FFC1CC5F0D824EC07B94B74911A439C0"
220022800,"0101000020E6100000B9A295143D704EC091843ADF93C039C0"
220023000,"0101000020E61000001A07A73806144EC05F1D47B77FC239C0"
220023001,"0101000020E610000035155451F91F4EC059F7433F2FC739C0"
220023100,"0101000020E6100000C16F1C93D4104EC067D0C70ABCA839C0"
220023500,"0101000020E6100000311171B5D5464EC04F8C8155DAE139C0"
220023501,"0101000020E610000018978975D0464EC0C354AD8CFCE139C0"
220023502,"0101000020E6100000E79C9EEFAC434EC03784A76B2BD339C0"
220023503,"0101000020E6100000A42E4504754E4EC033CA783911E739C0"
220023800,"0101000020E61000002127EE92634C4EC0B39C357372CD39C0"
220023801,"0101000020E6100000B1F88F0E24534EC0ABD7A3DE4FC639C0"
220023900,"0101000020E610000010E08E3AA9324EC05CBB21F504C139C0"
220024000,"0101000020E61000000B66CB1829524EC0CC6FAE6EAF3639C0"
220024001,"0101000020E6100000DBE4DEF86D474EC06E8A59CBB73339C0"
220024100,"0101000020E61000004C202419C0B84EC0D7E538F4F3CD38C0"
