"cueanexo","geom"
220050700,"0101000020E610000031A56D14B2904EC049ECAAD14CC03BC0"
220050900,"0101000020E61000002F91143DEA884EC0DFBE4623AC9D3BC0"
220051000,"0101000020E6100000C297458F5F8A4EC0CD9AFFC6A0FC3BC0"
220051100,"0101000020E61000004608CFCE321A4EC0D87244E99DF43AC0"
220051101,"0101000020E6100000104EBC9D8E134EC02AEDB7336BFA3AC0"
220051102,"0101000020E61000005E134206051E4EC02C26867AC0FB3AC0"
220051103,"0101000020E6100000052C3ED85C1C4EC051063D8B8DF33AC0"
220051104,"0101000020E6100000DCF6EDC790204EC064673462E6F43AC0"
220051200,"0101000020E61000006045AF84261A4EC077847C88F5F43AC0"
220051201,"0101000020E610000031EE972BD7204EC0D2709CF62F153BC0"
220051300,"0101000020E6100000ABA136C1AB1E4FC0DBD147DADC8F38C0"
220051400,"0101000020E6100000040598AB69044FC0A79F4A5EE7A738C0"
220051500,"0101000020E6100000F4B939A9540F4FC043D54A1C05A238C0"
220051501,"0101000020E6100000E4BBAC89BF084FC05566431AC69B38C0"
220051502,"0101000020E6100000F0B9E3863BFF4EC0DE1A48D893A538C0"
220051503,"0101000020E61000004CE028E9AA114FC0749132AED99B38C0"
220051600,"0101000020E6100000449D4CD3296D4EC06DAF42EC5E4539C0"
220051601,"0101000020E6100000832CB469246E4EC09D84A684EC3639C0"
220051700,"0101000020E6100000A3562903167E4EC0E3B1EFB6005139C0"
220051800,"0101000020E61000006952EDCAC4A34EC04CC7FC658B533BC0"
220051900,"0101000020E6100000B9FA7D91A8BB4EC0DDA86078B4373BC0"
220052000,"0101000020E6100000679537D3BDA34EC0A6E4CC9E3F533BC0"
220052005,"0101000020E610000023D2CC6566A34EC00D1A570F27523BC0"
220052006,"0101000020E610000049F02FC649A34EC0E31D71161A543BC0"
220052100,"0101000020E6100000DA1BD72C21BC4EC0D49F4F917B2A3BC0"
220052101,"0101000020E6100000B9C6C0BF8CBF4EC07DF40EADF51F3BC0"
220052200,"0101000020E61000004E8A50119ECC4EC05C9A28F9F5293BC0"
220052300,"0101000020E6100000EE28CF86CBC64EC06F874E2041233BC0"
220052400,"0101000020E61000009DE4E495D6D74EC0FAEF79C951083BC0"
220052401,"0101000020E6100000835D55331CDB4EC04D8B621DAA093BC0"
220052500,"0101000020E610000055915AB669CA4EC0690A2CA87D143BC0"
220052600,"0101000020E610000042888231FCB04EC02E3045577D5C3BC0"
220052601,"0101000020E61000009A01A9AFC4AF4EC08569DCD6745A3BC0"
220052602,"0101000020E61000008A5223A592B74EC0795B58668C583BC0"
220052700,"0101000020E6100000B80B5A391A9F4EC02FCF745EC2463BC0"
220052800,"0101000020E61000004C6071A5808D4EC01B99D45181653BC0"
220052801,"0101000020E6100000CB2CF78B688E4EC0D4BAC08EEE5C3BC0"
220052802,"0101000020E61000008048BC810F984EC0D40DA2CDCF5B3BC0"
220052900,"0101000020E61000002A4E019B11024EC026735B2DB8E539C0"
220053000,"0101000020E61000005DF835B6D7084EC0C647CE510DCF39C0"
220053100,"0101000020E610000056A8A438ADF84DC06A5D39AF10E639C0"
220053200,"0101000020E6100000DCE934D828F34DC0E7F49D0B67F439C0"
220053300,"0101000020E6100000E3EEF75FE5F84DC05F2C04352E0D3AC0"
220053302,"0101000020E6100000B424DC67B1F94DC0AD094FB1A80A3AC0"
220053400,"0101000020E6100000EEBB3EEF7D0A4EC07A1D415CE34D3AC0"
220053500,"0101000020E610000002EE8B73FAF34DC084FE04BBE3253AC0"
220053600,"0101000020E6100000CA6E2C0E06F94DC08DFAF12A740C3AC0"
220053601,"0101000020E6100000EC6483F4A4CB4DC0392C59A36D243AC0"
220053700,"0101000020E61000003A30083F43FC4DC008C1D4AB2CDF39C0"
220053701,"0101000020E61000002585BA5355014EC004C5239A73BD39C0"
220053800,"0101000020E61000003AAF96EE520A4EC03A7560C461DA39C0"
220053900,"0101000020E6100000E1A28146CD044EC0030A24A9C1D239C0"
220054000,"0101000020E6100000D0622CCE0A0C4EC0DAD10A26E6EA39C0"
220054001,"0101000020E6100000C281E3CE9B0C4EC0BD3B43D7BEFC39C0"
220054100,"0101000020E61000004B5709A5BAF84DC0227ADCBA150D3AC0"
220054200,"0101000020E6100000C58935638F064EC00E361B947AED3AC0"
220054201,"0101000020E61000002D17BEFC11074EC0C01E14DD26EA3AC0"
220054202,"0101000020E610000068EDD9D859064EC03CB5BBBAC3EE3AC0"
220054203,"0101000020E6100000B10C0ADA65064EC0EFC6158608ED3AC0"
220054204,"0101000020E61000007264680EEE074EC060D94836CDEB3AC0"
220054400,"0101000020E6100000467FC57373924DC0A07F45330D943AC0"
220054600,"0101000020E61000000030018B7F884DC05BEF1788AAD53AC0"
220054700,"0101000020E610000081D627A3887A4DC0FE2FA4B6F9CD3AC0"
220054701,"0101000020E6100000080D0EA5C5824DC0C82FAA75EBCB3AC0"
220054702,"0101000020E61000004BF2B5B062744DC07C5504E28FB83AC0"
220054900,"0101000020E6100000087FA9A6BF8E4DC0AE80AD72CCD03AC0"
220054901,"0101000020E61000002685CD8386894DC08DA1B69A4AD83AC0"
220055100,"0101000020E6100000A1F017C806934DC07034FFEA1EAE3AC0"
220055101,"0101000020E6100000D9A8D7DE15864DC0E288CAD09DA63AC0"
220055300,"0101000020E610000094D5D6DE21AB4DC052EC0490AC8A3AC0"
220055500,"0101000020E6100000545C8382339F4DC0D0A9F5C1C1863AC0"
220055600,"0101000020E610000085712B8472A44DC0FB715D4C87743AC0"
220055700,"0101000020E6100000CE69459D39B14DC0A08523457F503AC0"
220055900,"0101000020E61000001D4862266AAC4DC0CC67A02826763AC0"
220056000,"0101000020E61000009C32CEA4DCA44DC019A1B8F7BC873AC0"
220056100,"0101000020E6100000BE7C9EF657B04DC0C895F2DCFB663AC0"
220056101,"0101000020E6100000B10DC57D61B04DC05E189241EF5D3AC0"
220056200,"0101000020E61000003EDE36F9CCAB4DC0767AB96BEC6E3AC0"
220056201,"0101000020E61000008A3DF119A3A94DC09D3618828E693AC0"
220056400,"0101000020E610000030F304C587A84DC02004D75DDC9A3AC0"
220056401,"0101000020E6100000EAC9D1D87DB44DC0B5372AF1EDA23AC0"
220056402,"0101000020E61000003C9AB78FD2B04DC018846135E4973AC0"
220056403,"0101000020E61000006099F07AE5A84DC04AB14D18268F3AC0"
220056404,"0101000020E6100000E5709E2747A04DC04BABFD8F03B03AC0"
220056500,"0101000020E6100000A63748CDE2A84DC07BE683D5A57A3AC0"
220056600,"0101000020E6100000F8CB87362AAD4DC0ABB694FE8F893AC0"
220056601,"0101000020E610000022D476B5E4AA4DC0E0F8897DFB8A3AC0"
220056602,"0101000020E6100000F356E31B3BAB4DC0F3740EDD8E8C3AC0"
220056603,"0101000020E61000004296412C86AA4DC0843E81AB6D893AC0"
220056604,"0101000020E61000007A3FE5EAEBA84DC0C89702683F8F3AC0"
220056800,"0101000020E6100000197106EACDAF4DC00B15276C5A743AC0"
220056900,"0101000020E610000054258F49A2A94DC077F7955D71693AC0"
220057000,"0101000020E6100000DE941874AEB94DC0EC533B9CFF653AC0"
220057200,"0101000020E6100000FCD7D994C5EF4DC0C32D8A93D6143AC0"
220057300,"0101000020E61000006BC7204A72DA4DC0DC94950F9A473AC0"
220057400,"0101000020E610000050F64DF3E5CC4DC075F5733E522B3AC0"
220057401,"0101000020E6100000C5C2C7CBFACA4DC0E23B966C032E3AC0"
220057500,"0101000020E610000075F46AC54B014EC0FC2E959638F539C0"
220057600,"0101000020E6100000F1BBB4CA6CF84DC0FFACA2888A0B3AC0"
220057604,"0101000020E6100000FFCFA49B9D084EC04F2D25DD13CF39C0"
220057700,"0101000020E61000005BF3FA9670914EC022DD7CBE29D43BC0"
220057701,"0101000020E6100000CABBC9F3A0B34EC0AE8BA3629FEB3BC0"
220057800,"0101000020E61000000E3A5A7F719B4EC0BC6A2CFC9ED53BC0"
220057900,"0101000020E6100000194D16825B914EC0C84852DD26D43BC0"
220057902,"0101000020E61000003B183C90AC904EC0D07564BD2BC03BC0"
220057903,"0101000020E610000060FD5BA287904EC006E3D528AFD53BC0"
220057904,"0101000020E610000081B3982ED78E4EC0CD739AAB0FD63BC0"
220058000,"0101000020E6100000B3455929A30D4EC07FA361EA5BFC3AC0"
220058100,"0101000020E6100000B383AC04241A4EC0F6F4ADDFF2F43AC0"
220058300,"0101000020E6100000B40D0DFD63E94EC0B4803BA93AC538C0"
220058301,"0101000020E61000002628E25899FA4EC075835E948EAC38C0"
220058400,"0101000020E61000001C0C69CA42354EC07966181D8D6E39C0"
220058500,"0101000020E6100000DE199A2BE1574EC06763F0D9314A39C0"
220058600,"0101000020E6100000DF1B7AAA64464EC0A1ADB76FDF4C39C0"
220058700,"0101000020E61000000EF833BB333C4EC09950BD652C5439C0"
220058701,"0101000020E61000003ECCBBEB3F434EC09D6B6659E06139C0"
220058800,"0101000020E6100000B1AE3E6238464EC058E7A29D648639C0"
220058900,"0101000020E61000008DD00AB7034B4EC02216A1B5055139C0"
220058901,"0101000020E6100000C8D4C364AF504EC099B9D726075C39C0"
220059000,"0101000020E6100000CA9FDC2E143E4EC0313C06ACFB6B39C0"
220059100,"0101000020E6100000345ADA6412B94EC0ED91FB75960B39C0"
220059101,"0101000020E61000008821455ACEB14EC01CEBCECD321839C0"
220059102,"0101000020E61000004441977C95BF4EC0CD0BE2435D1639C0"
220059200,"0101000020E61000007465B988AF7F4DC05A5CF5DBF36E3BC0"
220059300,"0101000020E6100000318C40B62C7D4DC0EC1F4431AA6C3BC0"
220059400,"0101000020E6100000141DA25DE6A34DC01535C73C77E33BC0"
220059500,"0101000020E610000052910752427D4DC0A2B27267E7733BC0"
220059600,"0101000020E6100000CF2952C7DDA34DC0332E136775E33BC0"
220059700,"0101000020E6100000284508A540A54DC07501C8B0DED13BC0"
220059701,"0101000020E61000003B9E4F7D0D974DC041DED8F7C29F3BC0"
220059900,"0101000020E6100000008241D130A64DC024E04C5631F43BC0"
220060000,"0101000020E61000006DB46E29B29E4DC08612279E50F33BC0"
220060001,"0101000020E61000005F6A63901E904DC000086C2C66E13BC0"
220060100,"0101000020E6100000129B0A1E4D964DC0884F532F99AA3BC0"
220060101,"0101000020E6100000D9E542F509974DC0DEFCCFEBA39F3BC0"
220060200,"0101000020E61000002F558EFB789D4DC0F7817952A0003CC0"
220060300,"0101000020E6100000604339B2DCA34DC05D557F2D82E33BC0"
220060301,"0101000020E6100000D32419179BAB4DC0339C6D9619FD3BC0"
220060302,"0101000020E610000078D0438C769D4DC0948B8D028F003CC0"
220060303,"0101000020E6100000B8D95BAB38A64DC02E1A07F64FF43BC0"
220060304,"0101000020E610000045ECF13AAD9E4DC07B13254259F33BC0"
220060305,"0101000020E6100000745BCF8F44A54DC0E4D76FC3B8D13BC0"
220060500,"0101000020E6100000A270960004AF4DC065D1EC1DF8F63BC0"
220060501,"0101000020E61000008FED9FFC89AB4DC03852F0FCFEFC3BC0"
220060600,"0101000020E6100000E4FFEC10387C4DC04759408C79713BC0"
220060700,"0101000020E61000001B722324A9814DC0EEF2032C58743BC0"
220060800,"0101000020E610000097C3010C797E4DC0504339E24C733BC0"
220060802,"0101000020E6100000C2CF6743457B4DC0D3DEECD244703BC0"
220060804,"0101000020E6100000E9F4AB76C97D4DC0376A8B6B05763BC0"
220060805,"0101000020E61000002B3E1DC76E7D4DC03304B246116E3BC0"
220060806,"0101000020E61000003DB00995F57C4DC0055984D6366C3BC0"
220060810,"0101000020E6100000980FC6252F7F4DC00DCA3B76C5713BC0"
220060811,"0101000020E61000004E28B1B4957D4DC0D10DF2EB59703BC0"
220061100,"0101000020E6100000337FFA48127C4EC0E237F5EF04773AC0"
220061101,"0101000020E6100000303E1E0E66764EC0FB826176C47D3AC0"
220061300,"0101000020E61000005D3D1193317C4DC07DF9F9227F713BC0"
220061500,"0101000020E61000004E0FCED14A7C4DC026D2E0560B723BC0"
220061600,"0101000020E610000014DDD4809AA14FC0286A59F5259D39C0"
220061700,"0101000020E610000092E4018E6E314FC0AED8CD17ED8939C0"
220061800,"0101000020E610000071F4F2D0E3824FC08838C5BD3A4D39C0"
220062000,"0101000020E6100000AF413049297E4DC006B3FC6EF8743BC0"
220062100,"0101000020E6100000E94C1C37187E4DC08053B3E33F753BC0"
220062200,"0101000020E61000009C27EA0FB2804DC0CCEC5767776B3BC0"
220062202,"0101000020E6100000A085315D567E4DC070B547AA4B733BC0"
220062203,"0101000020E6100000D07A0C3F02394EC0E304856A63CA3AC0"
220062300,"0101000020E6100000F67B8B62D37E4DC0905F426907753BC0"
220062500,"0101000020E610000088C70E7F15744EC0CAC3BBF568AF3BC0"
220062600,"0101000020E6100000970A45F26B6C4EC027CCEDCF84EC3BC0"
220062700,"0101000020E610000084256DE7E5774FC0E43D6146662339C0"
220062800,"0101000020E61000003C16801297184FC0B780A0C3247839C0"
220062900,"0101000020E61000004B26981988664FC06719F6CA7E6639C0"
220063000,"0101000020E6100000A194A29B49824DC0C65B512037743BC0"
220063001,"0101000020E6100000C98E077310854DC06FDD1FF4B8743BC0"
220063002,"0101000020E6100000DF84B2DFBD834DC0D37D0C9D74743BC0"
220063003,"0101000020E610000061B075DF10834DC042B5FD4F1D743BC0"
220063004,"0101000020E6100000D6C46F0A507F4DC0B55ABD5DE9653BC0"
220063005,"0101000020E6100000232CC002CF864DC003DFFF13A26A3BC0"
220063100,"0101000020E61000006C63A169E8294EC00D78BABB45F139C0"
220063101,"0101000020E6100000518A5533CC294EC093AD647353E439C0"
220063103,"0101000020E6100000CE3BAE57532E4EC0F8BCE166E7FC39C0"
220063200,"0101000020E610000037EE0D1EC42B4EC01BC417E0543D3AC0"
220063300,"0101000020E610000078A249D6C8214EC03B6BC91675973AC0"
220063400,"0101000020E6100000CD5B2F05BF2B4EC0DD0AB98F5D663AC0"
220063500,"0101000020E61000008B3BDF99891C4EC04A69C4EC49773AC0"
220063600,"0101000020E6100000FE29C50FBD1C4EC0894883A862973AC0"
220063700,"0101000020E6100000645EB35D692E4EC0A9ECB8971F4D3AC0"
220063800,"0101000020E6100000A4B0C968BA2A4EC02D932C2F8A903AC0"
220063900,"0101000020E610000059553098F0364EC06356CDE2337B3AC0"
220063901,"0101000020E61000007F39F7A1853F4EC06CF6AAD30C803AC0"
220064000,"0101000020E6100000D8B7503415354EC024F42EA354673AC0"
220064001,"0101000020E6100000F50034BB78354EC03A61C81EFA603AC0"
220064200,"0101000020E61000000EE455C46C404EC0B4301A61276D3AC0"
220064201,"0101000020E610000044CD955797404EC0D8BF9062D35C3AC0"
220064300,"0101000020E61000003858644EC0574EC06825770701703AC0"
220064400,"0101000020E6100000A72A41BD074E4EC0B98DAC3EEA5E3AC0"
220064401,"0101000020E6100000CCE3DD05C7514EC0DD4E16A13A693AC0"
220064402,"0101000020E61000004D2C54BA95474EC06BE196864A643AC0"
220064500,"0101000020E6100000E534B3DA8B4D4EC0E7B7F85279763AC0"
220064600,"0101000020E610000024FA99A70E394EC05486089775683AC0"
220064902,"0101000020E6100000CFFF864F9B5D4EC0431EBFC309253AC0"
220065000,"0101000020E61000007170D96A9B454EC0FA611ABAAE713AC0"
220065100,"0101000020E61000002F1BC52427384EC077C02B02C5573AC0"
220065200,"0101000020E6100000E7E6FDBA52364EC08B5C16B5035C3AC0"
220065300,"0101000020E61000000F450D8187374EC0B110E34AB8573AC0"
220065301,"0101000020E6100000CC80E0393A154EC07D54DC2A4E743AC0"
220065400,"0101000020E6100000DD87F4CA824A4EC00D89D9B910563AC0"
220065500,"0101000020E61000005F4DE9AF1A4D4EC049303F5021433AC0"
220065600,"0101000020E610000085294A08AB384EC030297A0B284B3AC0"
220065700,"0101000020E6100000384AEDC3D3484EC06FE36DB5F5353AC0"
220065701,"0101000020E6100000DB12B1579E464EC0F986001C102A3AC0"
220065800,"0101000020E61000009FA34AC401434EC023C239619A483AC0"
220065900,"0101000020E6100000ABA25746C3294EC0F84C443034573AC0"
220066100,"0101000020E6100000FD6164DF87194EC0205C6BA540273AC0"
220066101,"0101000020E6100000920947FFFB0C4EC09D8A7547E71F3AC0"
220066200,"0101000020E6100000D39EA924C1264EC008BC4CDB89643AC0"
220066300,"0101000020E610000023CA11063F1F4EC0473A36B19A563AC0"
220066400,"0101000020E6100000860EFFE2000F4EC0F50125ADEC313AC0"
220066402,"0101000020E610000082578AAF39144EC0681DE54A72333AC0"
220066500,"0101000020E61000008DE6C15D56214EC0AE1A32FD55443AC0"
220066600,"0101000020E6100000FD20FB000A824DC0834907AA60713BC0"
220066700,"0101000020E6100000920C7A4903824DC0390E97FA81733BC0"
220066800,"0101000020E610000093147557CF814DC08AA3C8C4C2723BC0"
220066900,"0101000020E61000004DAFD7F6C35D4EC08C179A1D6BB03AC0"
220066902,"0101000020E610000011A02DC1385D4EC053C5035F54AF3AC0"
220066903,"0101000020E61000004F3182919E5C4EC016F280B1EBAF3AC0"
220067000,"0101000020E610000051127EAC425D4EC06DF10897BFAE3AC0"
220067100,"0101000020E61000008BCAE5EB515D4EC0CEAFA552EDAF3AC0"
220067101,"0101000020E6100000FA27E73826494EC04FF2012019863AC0"
220067200,"0101000020E61000001E7D63CD6E4F4EC0B0FC6ED6D1BA3AC0"
220067300,"0101000020E6100000DBC40EFEC75D4EC00C06888F7AB03AC0"
220067400,"0101000020E610000017C8D5B0146C4EC05EEE5B53326D3BC0"
220067500,"0101000020E610000078C780D117644EC0FB57F8971E723BC0"
220067501,"0101000020E61000000D686B9DE8644EC018686DCC726C3BC0"
220067600,"0101000020E6100000F50A973A555C4EC0C59DA96D695F3BC0"
220067601,"0101000020E610000017C438319C624EC01973EF5BED543BC0"
220067602,"0101000020E61000003484566A21604EC07CB2CAC3B9683BC0"
220067700,"0101000020E61000000451214CC9514EC0EA78AE706A513BC0"
220067800,"0101000020E61000008CFA45D34A424EC0A28D22C7DB6D3BC0"
220067900,"0101000020E610000026020CCF05524EC0AB20FE03E25F3BC0"
220068000,"0101000020E61000006FF8C3356B764EC0D7CFFE4AD8C13AC0"
220068100,"0101000020E6100000E522AF9FF9514EC01915962ADAAC3AC0"
220068200,"0101000020E61000002A11AC08F4704EC0F4176DAB5BBC3AC0"
220068300,"0101000020E6100000650E527BD2604EC0A51E798EA8793AC0"
220068400,"0101000020E6100000667D5369EE5B4EC0C39C1F64C8493BC0"
220068401,"0101000020E61000001C792595E55B4EC0901DC6ACD0493BC0"
220068500,"0101000020E610000004E94EF5DA5A4EC07270FE2267493BC0"
220068600,"0101000020E610000023DB4EF2885B4EC032465DE7564A3BC0"
220068700,"0101000020E6100000179DC6C717594EC07541D28FA82A3BC0"
220068701,"0101000020E6100000159DDECFA95B4EC0FF786B24B5353BC0"
220068800,"0101000020E6100000FD72CEC7B4684EC03B576AF108313BC0"
220068900,"0101000020E61000003BB2EA3EAA5B4EC0553BD8F6B3353BC0"
220069000,"0101000020E6100000CDBEB91DE0494EC0D78C85FFB13A3BC0"
220069100,"0101000020E61000007604043EFA504EC0B37CB52F843A3BC0"
220069200,"0101000020E61000002F58E171D5AB4DC0188A37E157893AC0"
220069300,"0101000020E610000017888DF869A94DC0D476F710B88B3AC0"
220069400,"0101000020E610000001F593FD14AD4DC00E4C6D76F38B3AC0"
220069500,"0101000020E6100000353671D5F8AB4DC07EB656FE67893AC0"
220069600,"0101000020E610000020E4C25C4EAA4DC0BF9510C0628A3AC0"
220069700,"0101000020E610000076543CC8BEAC4DC0938CF474D2883AC0"
220069701,"0101000020E61000000C58A52B68AC4DC060FE6D9DDB873AC0"
220069800,"0101000020E61000001521094A5BA94DC05F355E0FC58B3AC0"
220069900,"0101000020E6100000002A959E30A94DC056A7B519BF883AC0"
220070000,"0101000020E61000007B4782FDB1AB4DC0A873766E688A3AC0"
220070200,"0101000020E61000002A3FC14329F34DC0FADF3E0BBEE63AC0"
220070201,"0101000020E61000000E48DE29CAF24DC0ABBD4A284CF43AC0"
220070300,"0101000020E6100000D141DB5B06E04DC06E77B1FF27D03AC0"
220070400,"0101000020E6100000C17A8937EBEC4DC013C840CA92FD3AC0"
220070500,"0101000020E6100000C7F7AECE7ACF4DC09B70369A70F93AC0"
220070501,"0101000020E610000099D0045E70D24DC008C62C5904133BC0"
220070600,"0101000020E6100000A580B5F2C1F24DC0A0ED08E350F43AC0"
220070601,"0101000020E6100000E74B32613BF84DC007CC3868E1F83AC0"
220070700,"0101000020E6100000B1C09A437FEF4DC062950DC235D93AC0"
220070800,"0101000020E61000005F58DAA56DE94DC01B6BBDB9D4E33AC0"
220070900,"0101000020E6100000F22346B497DD4DC0C215A9242BEA3AC0"
220071000,"0101000020E6100000EF69943A29EC4DC020034712BE013BC0"
220071100,"0101000020E61000001807C34019EC4DC097A31C06B3013BC0"
220071200,"0101000020E61000003BF469B3FAEB4DC0FC8984E6ABFF3AC0"
220071300,"0101000020E61000000BC40AFACADE4DC002C7E73021E33AC0"
220071500,"0101000020E610000077297FFC0C924EC07BB0D00E40063BC0"
220071600,"0101000020E610000066DD475D7C894EC099516D2089063BC0"
220071700,"0101000020E610000037E685E54E824EC00D1B2704BE033BC0"
220071800,"0101000020E61000008CD4E55255A04EC0F24805E02DF93AC0"
220071900,"0101000020E6100000C8DDA38BBB794EC08354B55144103BC0"
220072000,"0101000020E610000066BFD6DC678A4EC0457035C494173BC0"
220072002,"0101000020E6100000F7CAE2151E7B4EC0B0CC6D49DC2B3BC0"
220072100,"0101000020E6100000CADBC560BF8B4EC09342AC368D163BC0"
220072200,"0101000020E6100000BF6F799F5B8B4EC0CFA9F15FC6143BC0"
220072300,"0101000020E61000002B6D8C26258A4EC0F1FC1D9F90173BC0"
220072301,"0101000020E61000001FA518D54D8C4EC02FEDF6CAC1173BC0"
220072302,"0101000020E61000000854DA1C758C4EC071C7B52382183BC0"
220072304,"0101000020E6100000ED18AA82E38A4EC0D5F4FE2E94143BC0"
220072305,"0101000020E6100000DE1A1EEFE88C4EC00472E462A6183BC0"
220072400,"0101000020E6100000DA3229B2A8394EC0E74FF08911C33AC0"
220072402,"0101000020E61000005562026519364EC0C6C54CEE76C73AC0"
220072405,"0101000020E610000053946FD0BA384EC0D0F4E0EF76CC3AC0"
220072407,"0101000020E6100000E73DBE03723A4EC034CC9C47A1C53AC0"
220072408,"0101000020E61000002587821650384EC016F297EB4FC83AC0"
220072409,"0101000020E610000057E05DFC2F384EC08FFBDC892CC53AC0"
220072500,"0101000020E6100000D73EADF4F6394EC0051747236ACB3AC0"
220072501,"0101000020E6100000FC854F36EC364EC0BFE52AA705D03AC0"
220072502,"0101000020E6100000F751975868364EC01F27ACF7EECF3AC0"
220072600,"0101000020E61000009BE1F114D5A54EC0695FF0BCA5AD3BC0"
220072700,"0101000020E6100000ED878D0EB3AE4EC0AE01137B2EB83BC0"
220073000,"0101000020E61000000DA307A753A94EC09212B6AA8D7C3BC0"
220073300,"0101000020E6100000EE767612F87B4EC0AEC4C6F5DE5E3BC0"
220073500,"0101000020E610000097C1E2F599944EC0FC1149F4FF483BC0"
220073501,"0101000020E61000009D4899A3FB964EC037DA296163403BC0"
220073600,"0101000020E61000001C4D3FCAD9814EC009454053F7613BC0"
220073601,"0101000020E61000004417A19091874EC062F00D70D5543BC0"
220073602,"0101000020E610000073DA7C7FF8964EC0A5D7604F65403BC0"
220073700,"0101000020E6100000AC957909FD744EC02CD7CC61C0663BC0"
220073800,"0101000020E61000007B6044B1CE6D4EC00F81316A9B603BC0"
220073900,"0101000020E61000004160D16D82984EC04F07D7C10B363BC0"
220074000,"0101000020E610000061677146C5974EC05FAFF918A2373BC0"
220074100,"0101000020E61000006748061FC8994EC045CE981BAC363BC0"
220074200,"0101000020E61000007AC8A69697984EC0B75FDB3BD4363BC0"
220074300,"0101000020E6100000C1B7927097974EC0B02B9D8DA7373BC0"
220074400,"0101000020E61000003DCEEF7D5C594EC036E382C26BF739C0"
220074401,"0101000020E61000008F930602D9614EC06192D43E88FB39C0"
220074500,"0101000020E6100000727575592F4D4EC0DE05014BB4023AC0"
220074501,"0101000020E6100000924CD93E14534EC001B9BC1F2B073AC0"
220074600,"0101000020E61000008096D8D5BC5E4EC0948E91925E123AC0"
220074601,"0101000020E610000076E72482D95C4EC06C4E9AAD1B003AC0"
220074700,"0101000020E610000018756E1C15534EC0E3F79F1D2A073AC0"
220074900,"0101000020E61000008AC93FF685394EC00DAB4662540C3AC0"
220074901,"0101000020E61000007F929E8C20334EC0E3CA2E48170A3AC0"
220075100,"0101000020E6100000BBEA0E19F43E4EC0E294A11202043AC0"
220075101,"0101000020E61000001783EDA1F2444EC0058A61FB90053AC0"
220075200,"0101000020E61000007E50D934EE444EC0579BAB6F8FF939C0"
220075201,"0101000020E61000006AC66CD40A414EC0A7B7F5041B113AC0"
220075400,"0101000020E6100000807C38635E6C4EC062138133828B3BC0"
220075500,"0101000020E61000009114ADEA47764EC067E1DEAE8B773BC0"
220075501,"0101000020E61000000ADE8519907F4EC07BC046E3107B3BC0"
220075800,"0101000020E61000007B63F293972A4EC05358E6331C383BC0"
220075900,"0101000020E6100000582EA49BE02D4EC044F033213A293BC0"
220076000,"0101000020E610000072F646D0AB334EC03505D2057D233BC0"
220076100,"0101000020E6100000B57B0E0BDA2E4EC03ED1CD903C123BC0"
220076200,"0101000020E6100000BECF0768FF3C4EC01ECFC8144D363BC0"
220076300,"0101000020E6100000447EFD7D0F424EC0F3E147A786403BC0"
220076400,"0101000020E610000025BE876A6E9D4EC0C8964FC19D053BC0"
220076401,"0101000020E6100000FC86EBDE91A44EC0CA2D28E8020A3BC0"
220076500,"0101000020E6100000BBAFE339E18A4EC0FC3D198A1F163BC0"
220076600,"0101000020E6100000057B70EC758A4EC0CF2724EA40193BC0"
220076700,"0101000020E610000054E40E77F2854EC0279B981114343BC0"
220076800,"0101000020E610000010F46F123D7B4EC0C40D96B4AC2B3BC0"
220076900,"0101000020E61000005ACEBA0B4A6F4EC03156209BE42A3BC0"
220077000,"0101000020E610000001A7CAE29F704EC05F6511828B513BC0"
220077100,"0101000020E6100000CEF9186D66734EC094FBA560A5333BC0"
220077200,"0101000020E6100000EE47E3B2547A4EC0D48A908C42443BC0"
220077300,"0101000020E61000001A75CF074B834EC088E1EDC4F61F3BC0"
220077500,"0101000020E6100000E9BA6BC9297C4EC0568D509053363BC0"
220077600,"0101000020E61000003E994D7076734EC0AE9F6CB996243BC0"
220077700,"0101000020E610000060DA19A90DBA4EC0E51571A843E73AC0"
220077800,"0101000020E610000001C4959922A14EC077AAB3FCD2DC3AC0"
220077900,"0101000020E6100000E1C847628DC84EC0825C1AADBED23AC0"
220077901,"0101000020E6100000E3712013E6CA4EC0FBC5EAF91DAC3AC0"
220078000,"0101000020E610000060E61CEE6FB14EC0E41663BAFDF23AC0"
220078100,"0101000020E6100000FFC87A8BCFAE4EC03917CA043DBB3AC0"
220078200,"0101000020E61000003D1F9267B59D4EC094ED138DCEEA3AC0"
220078300,"0101000020E610000052810D0CC0B54EC087635A13CCD63AC0"
220078301,"0101000020E610000017BF94C5E0B84EC0ABCC498105CB3AC0"
220078400,"0101000020E61000008ECBCBE219964EC078E42A1E79E93AC0"
220078500,"0101000020E61000005CE58769ACBA4EC007E5FD37F0B33AC0"
220078600,"0101000020E61000004EFA09FCFCC74EC01905792C41BD3AC0"
220078700,"0101000020E6100000E132235BDB554EC000BB58D5FF733BC0"
220078800,"0101000020E610000061D6DB2820654EC055529888425F3BC0"
220078900,"0101000020E610000058A1C34097584EC08EC68A376E6B3BC0"
220079000,"0101000020E6100000A6364AD0B4664EC0454A892752483BC0"
220079200,"0101000020E6100000667DA4911E604EC02BA019C0B9683BC0"
220079300,"0101000020E6100000171FD9094AA44EC0536A11FFDB513BC0"
220079400,"0101000020E6100000505A68C85DA34EC082AA628002543BC0"
